name,team,position,price,gw,opponent,home,minutes,points,goals,assists,xG,xA,xGC,CS,BPS,YC,RC,fixture_id,kickoff_time
Benjamin White,Arsenal,Defender,5.1,1,Man Utd,False,70,6,0,0,0.01,0.01,0.87,1,23,0,0,9,2025-08-17T15:30:00Z
Benjamin White,Arsenal,Defender,5.1,2,Leeds,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,11,2025-08-23T16:30:00Z
Benjamin White,Arsenal,Defender,5.1,3,Liverpool,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,25,2025-08-31T15:30:00Z
Benjamin White,Arsenal,Defender,5.1,4,Nott'm Forest,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,31,2025-09-13T11:30:00Z
Benjamin White,Arsenal,Defender,5.1,5,Man City,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,41,2025-09-21T15:30:00Z
Benjamin White,Arsenal,Defender,5.1,6,Newcastle,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,58,2025-09-28T15:30:00Z
Benjamin White,Arsenal,Defender,5.1,7,West Ham,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,61,2025-10-04T14:00:00Z
Benjamin White,Arsenal,Defender,5.1,8,Fulham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,74,2025-10-18T16:30:00Z
Benjamin White,Arsenal,Defender,5.1,9,Crystal Palace,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,81,2025-10-26T14:00:00Z
Benjamin White,Arsenal,Defender,5.1,10,Burnley,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,92,2025-11-01T15:00:00Z
Benjamin White,Arsenal,Defender,5.1,11,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,108,2025-11-08T17:30:00Z
Benjamin White,Arsenal,Defender,5.1,12,Spurs,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,111,2025-11-23T16:30:00Z
Benjamin White,Arsenal,Defender,5.1,13,Chelsea,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,123,2025-11-30T16:30:00Z
Benjamin White,Arsenal,Defender,5.1,14,Brentford,True,90,14,0,1,0.04,0.14,0.35,1,46,0,0,131,2025-12-03T19:30:00Z
Benjamin White,Arsenal,Defender,5.1,15,Aston Villa,False,90,1,0,0,0.32,0.26,2.16,0,18,0,0,141,2025-12-06T12:30:00Z
Benjamin White,Arsenal,Defender,5.1,16,Wolves,True,30,1,0,0,0.00,0.01,0.14,0,3,0,0,151,2025-12-13T20:00:00Z
Benjamin White,Arsenal,Defender,5.1,17,Everton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,164,2025-12-20T20:00:00Z
Benjamin White,Arsenal,Defender,5.1,18,Brighton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,171,2025-12-27T15:00:00Z
Benjamin White,Arsenal,Defender,5.1,19,Aston Villa,True,7,1,0,0,0.00,0.01,2.00,0,-1,0,0,181,2025-12-30T20:15:00Z
Benjamin White,Arsenal,Defender,5.1,20,Bournemouth,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,192,2026-01-03T17:30:00Z
Benjamin White,Arsenal,Defender,5.1,21,Liverpool,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,201,2026-01-08T20:00:00Z
Benjamin White,Arsenal,Defender,5.1,22,Nott'm Forest,False,90,6,0,0,0.06,0.04,0.34,1,21,0,0,217,2026-01-17T17:30:00Z
Benjamin White,Arsenal,Defender,5.1,23,Man Utd,True,32,1,0,0,0.00,0.02,0.27,0,2,0,0,221,2026-01-25T16:30:00Z
Benjamin White,Arsenal,Defender,5.1,24,Leeds,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,234,2026-01-31T15:00:00Z
Benjamin White,Arsenal,Defender,5.1,25,Sunderland,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,241,2026-02-07T15:00:00Z
Benjamin White,Arsenal,Defender,5.1,26,Brentford,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,252,2026-02-12T20:00:00Z
Benjamin White,Arsenal,Defender,5.1,26,Wolves,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,310,2026-02-18T20:00:00Z
Benjamin White,Arsenal,Defender,5.1,27,Spurs,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,269,2026-02-22T16:30:00Z
Benjamin White,Arsenal,Defender,5.1,28,Chelsea,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,271,2026-03-01T16:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,1,Man Utd,False,90,3,0,0,0.15,0.09,1.52,1,7,0,0,9,2025-08-17T15:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,2,Leeds,True,52,6,1,0,0.11,0.03,0.17,0,27,0,0,11,2025-08-23T16:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,3,Liverpool,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,25,2025-08-31T15:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,4,Nott'm Forest,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,31,2025-09-13T11:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,5,Man City,True,45,1,0,0,0.04,0.21,0.34,0,7,0,0,41,2025-09-21T15:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,6,Newcastle,False,69,2,0,0,0.08,0.01,0.53,0,10,0,0,58,2025-09-28T15:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,7,West Ham,True,90,8,1,0,0.84,1.11,0.49,1,22,0,0,61,2025-10-04T14:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,8,Fulham,False,90,7,0,0,0.07,0.55,0.44,1,28,0,0,74,2025-10-18T16:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,9,Crystal Palace,True,65,3,0,0,0.02,0.01,0.08,1,8,0,0,81,2025-10-26T14:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,10,Burnley,False,90,3,0,0,0.58,0.06,0.42,1,3,0,0,92,2025-11-01T15:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,11,Sunderland,False,90,12,1,0,0.52,0.19,0.44,0,40,0,0,108,2025-11-08T17:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,12,Spurs,True,90,4,0,0,0.11,0.09,0.07,0,16,0,0,111,2025-11-23T16:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,13,Chelsea,False,90,5,0,1,0.19,0.58,0.79,0,21,0,0,123,2025-11-30T16:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,14,Brentford,True,29,6,1,0,0.60,0.01,0.07,0,22,0,0,131,2025-12-03T19:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,15,Aston Villa,False,78,4,0,1,0.58,0.31,1.32,0,18,1,0,141,2025-12-06T12:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,16,Wolves,True,90,11,0,2,0.03,0.42,0.38,0,52,0,0,151,2025-12-13T20:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,17,Everton,False,90,3,0,0,0.29,0.06,0.20,1,17,0,0,164,2025-12-20T20:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,18,Brighton,True,90,7,0,1,0.64,0.30,0.85,0,30,0,0,171,2025-12-27T15:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,19,Aston Villa,True,82,6,0,1,0.38,0.02,0.67,1,10,0,0,181,2025-12-30T20:15:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,20,Bournemouth,False,23,4,0,1,0.02,0.23,0.06,0,19,0,0,192,2026-01-03T17:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,21,Liverpool,True,77,3,0,0,0.13,0.02,0.30,1,6,0,0,201,2026-01-08T20:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,22,Nott'm Forest,False,33,1,0,0,0.13,0.38,0.10,0,12,0,0,217,2026-01-17T17:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,23,Man Utd,True,90,2,0,0,0.07,0.43,0.71,0,19,0,0,221,2026-01-25T16:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,24,Leeds,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,234,2026-01-31T15:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,25,Sunderland,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,241,2026-02-07T15:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,26,Brentford,False,20,1,0,0,0.00,0.00,0.74,0,2,0,0,252,2026-02-12T20:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,26,Wolves,False,72,12,1,0,0.55,0.13,0.12,0,37,0,0,310,2026-02-18T20:00:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,27,Spurs,False,90,5,0,1,0.58,0.12,0.63,0,18,0,0,269,2026-02-22T16:30:00Z
Bukayo Saka,Arsenal,Midfielder,9.8,28,Chelsea,True,90,2,0,0,0.01,0.29,1.05,0,9,0,0,271,2026-03-01T16:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,1,Man Utd,False,90,5,0,0,0.09,0.29,1.52,1,16,0,0,9,2025-08-17T15:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,2,Leeds,True,37,1,0,0,0.05,0.05,0.17,0,5,0,0,11,2025-08-23T16:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,3,Liverpool,False,20,1,0,0,0.00,0.01,0.25,0,3,0,0,25,2025-08-31T15:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,4,Nott'm Forest,True,17,1,0,0,0.00,0.00,0.00,0,3,0,0,31,2025-09-13T11:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,5,Man City,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,41,2025-09-21T15:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,6,Newcastle,False,8,4,0,1,0.00,0.25,0.08,0,16,0,0,58,2025-09-28T15:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,7,West Ham,True,29,1,0,0,0.00,0.21,0.34,0,4,0,0,61,2025-10-04T14:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,8,Fulham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,74,2025-10-18T16:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,9,Crystal Palace,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,81,2025-10-26T14:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,10,Burnley,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,92,2025-11-01T15:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,11,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,108,2025-11-08T17:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,12,Spurs,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,111,2025-11-23T16:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,13,Chelsea,False,33,1,0,0,0.00,0.04,0.27,0,3,0,0,123,2025-11-30T16:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,14,Brentford,True,90,3,0,0,0.02,0.08,0.35,1,15,0,0,131,2025-12-03T19:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,15,Aston Villa,False,90,2,0,0,0.14,0.15,2.16,0,21,0,0,141,2025-12-06T12:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,16,Wolves,True,33,1,0,0,0.12,0.02,0.09,0,2,0,0,151,2025-12-13T20:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,17,Everton,False,87,3,0,0,0.00,0.16,0.20,1,12,0,0,164,2025-12-20T20:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,18,Brighton,True,90,10,1,0,0.15,0.07,0.85,0,37,0,0,171,2025-12-27T15:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,19,Aston Villa,True,90,5,0,1,0.27,0.61,2.67,0,29,0,0,181,2025-12-30T20:15:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,20,Bournemouth,False,79,7,0,1,0.03,0.15,1.42,0,26,0,0,192,2026-01-03T17:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,21,Liverpool,True,77,3,0,0,0.00,0.04,0.30,1,12,0,0,201,2026-01-08T20:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,22,Nott'm Forest,False,56,1,0,0,0.00,0.46,0.24,0,4,0,0,217,2026-01-17T17:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,23,Man Utd,True,57,4,0,1,0.10,0.02,0.44,0,9,0,0,221,2026-01-25T16:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,24,Leeds,False,29,4,0,1,0.00,0.22,0.03,0,16,0,0,234,2026-01-31T15:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,25,Sunderland,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,241,2026-02-07T15:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,26,Brentford,False,45,1,0,0,0.04,0.07,1.09,0,3,0,0,252,2026-02-12T20:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,26,Wolves,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,310,2026-02-18T20:00:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,27,Spurs,False,13,4,0,1,0.00,0.01,0.42,0,16,0,0,269,2026-02-22T16:30:00Z
Martin Ødegaard,Arsenal,Midfielder,7.8,28,Chelsea,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,271,2026-03-01T16:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,1,Man Utd,False,30,1,0,0,0.00,0.02,0.82,0,2,0,0,9,2025-08-17T15:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,2,Leeds,True,63,3,0,0,0.00,0.09,0.17,1,10,0,0,11,2025-08-23T16:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,3,Liverpool,False,88,2,0,0,0.14,0.03,0.40,0,5,0,0,25,2025-08-31T15:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,4,Nott'm Forest,True,78,3,0,0,0.00,0.71,0.10,1,24,0,0,31,2025-09-13T11:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,5,Man City,True,45,1,0,0,0.15,0.01,0.55,0,-2,0,0,41,2025-09-21T15:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,6,Newcastle,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,58,2025-09-28T15:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,7,West Ham,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,61,2025-10-04T14:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,8,Fulham,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,74,2025-10-18T16:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,9,Crystal Palace,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,81,2025-10-26T14:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,10,Burnley,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,92,2025-11-01T15:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,11,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,108,2025-11-08T17:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,12,Spurs,True,12,1,0,0,0.00,0.01,0.02,0,4,0,0,111,2025-11-23T16:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,13,Chelsea,False,33,1,0,0,0.00,0.03,0.27,0,2,0,0,123,2025-11-30T16:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,14,Brentford,True,60,3,0,0,0.13,0.07,0.27,1,6,0,0,131,2025-12-03T19:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,15,Aston Villa,False,11,1,0,0,0.05,0.00,0.84,0,3,0,0,141,2025-12-06T12:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,16,Wolves,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,151,2025-12-13T20:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,17,Everton,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,164,2025-12-20T20:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,18,Brighton,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,171,2025-12-27T15:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,19,Aston Villa,True,7,1,0,0,0.00,0.34,2.00,0,8,0,0,181,2025-12-30T20:15:00Z
Noni Madueke,Arsenal,Midfielder,6.8,20,Bournemouth,False,66,2,0,0,0.07,0.02,1.37,0,8,0,0,192,2026-01-03T17:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,21,Liverpool,True,12,1,0,0,0.00,0.06,0.06,0,6,0,0,201,2026-01-08T20:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,22,Nott'm Forest,False,56,1,0,0,0.06,0.22,0.24,0,9,0,0,217,2026-01-17T17:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,23,Man Utd,True,15,1,0,0,0.00,0.00,0.27,0,2,0,0,221,2026-01-25T16:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,24,Leeds,False,60,14,1,1,0.01,0.27,0.12,1,43,0,0,234,2026-01-31T15:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,25,Sunderland,True,59,1,0,0,0.02,0.02,0.17,0,3,0,0,241,2026-02-07T15:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,26,Brentford,False,69,11,1,0,0.19,0.05,0.76,1,32,0,0,252,2026-02-12T20:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,26,Wolves,False,64,2,0,0,0.14,0.03,0.12,0,5,0,0,310,2026-02-18T20:00:00Z
Noni Madueke,Arsenal,Midfielder,6.8,27,Spurs,False,1,1,0,0,0.00,0.00,0.13,0,4,0,0,269,2026-02-22T16:30:00Z
Noni Madueke,Arsenal,Midfielder,6.8,28,Chelsea,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,271,2026-03-01T16:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,1,Man Utd,False,59,1,0,0,0.02,0.01,0.70,0,8,0,0,9,2025-08-17T15:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,2,Leeds,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,11,2025-08-23T16:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,3,Liverpool,False,69,3,0,0,0.00,0.00,0.28,1,9,0,0,25,2025-08-31T15:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,4,Nott'm Forest,True,12,1,0,0,0.00,0.00,0.10,0,4,0,0,31,2025-09-13T11:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,5,Man City,True,10,7,1,0,0.16,0.00,0.25,0,22,0,0,41,2025-09-21T15:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,6,Newcastle,False,20,1,0,0,0.05,0.01,0.08,0,5,0,0,58,2025-09-28T15:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,7,West Ham,True,11,1,0,0,0.00,0.06,0.13,0,3,0,0,61,2025-10-04T14:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,8,Fulham,False,9,1,0,0,0.52,0.00,0.04,0,3,0,0,74,2025-10-18T16:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,9,Crystal Palace,True,24,1,0,0,0.00,0.00,0.39,0,2,0,0,81,2025-10-26T14:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,10,Burnley,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,92,2025-11-01T15:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,11,Sunderland,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,108,2025-11-08T17:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,12,Spurs,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,111,2025-11-23T16:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,13,Chelsea,False,56,1,0,0,0.11,0.01,0.52,0,3,0,0,123,2025-11-30T16:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,14,Brentford,True,60,3,0,0,0.09,0.02,0.27,1,4,0,0,131,2025-12-03T19:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,15,Aston Villa,False,4,1,0,0,0.00,0.00,0.80,0,2,0,0,141,2025-12-06T12:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,16,Wolves,True,56,1,0,0,0.34,0.03,0.28,0,-1,0,0,151,2025-12-13T20:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,17,Everton,False,10,0,0,0,0.00,0.00,0.00,0,-1,1,0,164,2025-12-20T20:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,18,Brighton,True,8,1,0,0,0.49,0.01,0.00,0,1,0,0,171,2025-12-27T15:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,19,Aston Villa,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,181,2025-12-30T20:15:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,20,Bournemouth,False,66,5,0,1,0.19,0.02,1.37,0,19,0,0,192,2026-01-03T17:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,21,Liverpool,True,26,0,0,0,0.02,0.01,0.15,0,3,1,0,201,2026-01-08T20:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,22,Nott'm Forest,False,45,1,0,0,0.58,0.05,0.20,0,3,0,0,217,2026-01-17T17:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,23,Man Utd,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,221,2026-01-25T16:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,24,Leeds,False,29,4,0,1,0.11,0.29,0.03,0,19,0,0,234,2026-01-31T15:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,25,Sunderland,True,30,4,0,1,0.04,0.26,0.02,0,20,0,0,241,2026-02-07T15:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,26,Brentford,False,9,1,0,0,0.07,0.00,0.33,0,3,0,0,252,2026-02-12T20:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,26,Wolves,False,90,2,0,0,0.63,0.12,0.29,0,7,0,0,310,2026-02-18T20:00:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,27,Spurs,False,14,1,0,0,0.00,0.00,0.42,0,3,0,0,269,2026-02-22T16:30:00Z
Gabriel Martinelli Silva,Arsenal,Midfielder,6.8,28,Chelsea,True,34,1,0,0,0.00,0.01,0.22,0,3,0,0,271,2026-03-01T16:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,1,Man Utd,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,9,2025-08-17T15:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,2,Leeds,True,37,1,0,0,0.07,0.03,0.00,0,4,0,0,11,2025-08-23T16:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,3,Liverpool,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,25,2025-08-31T15:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,4,Nott'm Forest,True,11,4,0,1,0.00,0.26,0.10,0,12,0,0,31,2025-09-13T11:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,5,Man City,True,83,2,0,0,0.14,0.07,0.89,0,13,0,0,41,2025-09-21T15:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,6,Newcastle,False,87,2,0,0,0.33,0.12,0.58,0,5,0,0,58,2025-09-28T15:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,7,West Ham,True,74,3,0,0,0.12,0.09,0.36,1,16,0,0,61,2025-10-04T14:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,8,Fulham,False,80,10,1,0,0.60,0.07,0.40,1,28,0,0,74,2025-10-18T16:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,9,Crystal Palace,True,90,3,0,0,0.34,0.05,0.47,1,4,0,0,81,2025-10-26T14:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,10,Burnley,False,90,6,0,1,0.27,0.15,0.37,1,23,0,0,92,2025-11-01T15:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,11,Sunderland,False,90,9,1,0,0.05,0.31,0.44,0,32,0,0,108,2025-11-08T17:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,12,Spurs,True,77,12,1,1,0.22,0.08,0.06,0,39,0,0,111,2025-11-23T16:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,13,Chelsea,False,0,0,0,0,0.00,0.00,0.00,0,0,0,0,123,2025-11-30T16:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,14,Brentford,True,0,0,0,0,0.00,0.00,0.00,0,0,0,0,131,2025-12-03T19:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,15,Aston Villa,False,40,6,1,0,0.46,0.01,0.49,0,23,0,0,141,2025-12-06T12:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,16,Wolves,True,33,1,0,0,0.03,0.21,0.09,0,9,0,0,151,2025-12-13T20:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,17,Everton,False,79,3,0,0,0.29,0.03,0.20,1,6,0,0,164,2025-12-20T20:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,18,Brighton,True,81,2,0,0,0.51,0.26,0.85,0,11,0,0,171,2025-12-27T15:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,19,Aston Villa,True,90,13,1,1,0.63,0.25,2.67,0,40,0,0,181,2025-12-30T20:15:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,20,Bournemouth,False,23,1,0,0,0.02,0.00,0.06,0,2,0,0,192,2026-01-03T17:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,21,Liverpool,True,63,2,0,0,0.09,0.05,0.21,1,7,1,0,201,2026-01-08T20:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,22,Nott'm Forest,False,45,1,0,0,0.00,0.01,0.14,0,4,0,0,217,2026-01-17T17:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,23,Man Utd,True,74,2,0,0,0.07,0.01,0.44,0,9,0,0,221,2026-01-25T16:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,24,Leeds,False,80,3,0,0,0.02,0.15,0.12,1,13,0,0,234,2026-01-31T15:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,25,Sunderland,True,88,6,0,1,0.14,0.19,0.17,1,23,0,0,241,2026-02-07T15:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,26,Brentford,False,80,2,0,0,0.17,0.11,1.18,0,14,0,0,252,2026-02-12T20:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,26,Wolves,False,20,1,0,0,0.01,0.00,0.00,0,1,0,0,310,2026-02-18T20:00:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,27,Spurs,False,75,2,0,0,0.22,0.06,0.35,0,10,0,0,269,2026-02-22T16:30:00Z
Leandro Trossard,Arsenal,Midfielder,6.7,28,Chelsea,True,55,1,0,0,0.02,0.06,0.83,0,4,0,0,271,2026-03-01T16:30:00Z
